"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000196684",1255.40482452374,2.63014906137035,0.488667148666559,3.33590884064662,0.000850210377086733,0.0428151776401865,"HSH2D"
"ENSG00000165480",29.1669714946621,2.65782048084535,0.49721196336687,3.3342328885641,0.000855350092373924,0.0429899530487599,"SKA3"
"ENSG00000170128",15.9139948842688,2.70474547743771,0.511845679119966,3.3305848754428,0.00086663738695914,0.0434115767999349,"GPR25"
"ENSG00000111796",192.016718308414,2.44961291702566,0.435213545443678,3.33080836339285,0.00086594194228499,0.0434115767999349,"KLRB1"
"ENSG00000164483",228.161428530855,2.61015610581178,0.484109817865732,3.32601415296715,0.000880974552489421,0.0440560813352598,"SAMD3"
"ENSG00000262823",15.0597142977265,2.94424840951721,0.58524452788619,3.32211292353219,0.000893385300089851,0.0446022611069858,"RP13-580F15.2"
"ENSG00000130957",6.00893489577795,4.94913194787555,1.18924487554,3.32070545696686,0.000897902428913134,0.0447531901132994,"FBP2"
"ENSG00000173585",11.57400124615,3.04858988153509,0.617185512803688,3.31924492561234,0.000902612238560806,0.0448387223981574,"CCR9"
"ENSG00000211899",9895.80393719832,4.01395609804359,0.907969816705607,3.31944525312433,0.000901964885639579,0.0448387223981574,"IGHM"
"ENSG00000185669",156.313256085119,2.08594360073137,0.327257000850652,3.31832045734281,0.000905605215296138,0.0449129209009864,"SNAI3"
"ENSG00000100092",669.628934921322,2.12726581789443,0.340133956723303,3.31418194394349,0.000919116789804507,0.045507675105114,"SH3BP1"
"ENSG00000240954",9.415071964459,3.38838821055138,0.720843152264162,3.31332579500753,0.000921935194319673,0.0455718956202076,"RPL4P1"
"ENSG00000261644",43.326484119268,2.55378106388995,0.469222523131702,3.31139488684313,0.000928321081357627,0.045736608539585,"RP11-327F22.1"
"ENSG00000267593",1.54010842776055,4.32038675882757,1.00260825936926,3.31174885883785,0.000927147368198247,0.045736608539585,"RP11-108P20.4"
"ENSG00000253818",95.0266866281823,5.30618676791594,1.30066095083824,3.31076808690282,0.000930402825181532,0.0457639025095448,"IGLV1-41"
"ENSG00000254709",111.34978525803,5.05063163968522,1.22431728078052,3.30848196237408,0.000938032271150267,0.0460635355447643,"IGLL5"
"ENSG00000105639",3541.74268542144,2.39156350105173,0.420828511470172,3.30672343513578,0.000943940369805152,0.0462777966898745,"JAK3"
"ENSG00000253234",23.7695629147477,3.89864160680799,0.877284549446162,3.3041065280791,0.000952796197739625,0.0466356374236772,"IGLV2-5"
"ENSG00000253140",2.7517431798254,5.274391467647,1.29459347151952,3.30172487478248,0.000960922736627929,0.0469566730435393,"RP11-567J20.3"
"ENSG00000256720",16.8150198720079,3.53212016440737,0.767314532603858,3.29997681109296,0.000966928176806298,0.047173181655102,"BTG1P1"
"ENSG00000185697",378.594191104192,2.45776191976179,0.441955489274576,3.29843605326536,0.000972250222478241,0.0473556998607085,"MYBL1"
"ENSG00000146670",157.045960171122,2.22002165870846,0.37013485400202,3.29615448401356,0.000980181003321904,0.0476644836923825,"CDCA5"
"ENSG00000228403",2.38027114243552,4.59782767735749,1.09270033302841,3.29260234357771,0.000992647626174029,0.0481144978026586,"RP11-563N6.6"
"ENSG00000189430",13.9391995370368,2.62147657091004,0.492398173555483,3.29301906057401,0.000991177549021439,0.0481144978026586,"NCR1"
"ENSG00000121966",7321.36301011053,2.50343948412174,0.456933405231938,3.29028139966829,0.00100087235475461,0.0484347841464851,"CXCR4"
"ENSG00000140853",4698.41513781316,2.07975569092552,0.328240770763079,3.28952338375075,0.00100357217283704,0.0484871039311832,"NLRC5"
"ENSG00000075218",82.6236985012231,2.60683676960403,0.488751706138317,3.28763408786812,0.00101033062940764,0.0487350306021028,"GTSE1"
"ENSG00000246790",12.039889063387,3.22164073700735,0.676105405904486,3.28593843150133,0.00101643224169249,0.0489505270094833,"RP11-730K11.1"
"ENSG00000138378",575.770331205639,1.98553713568983,0.300538692186557,3.27923545723711,0.00104088749496827,0.0499676040252796,"STAT4"
"ENSG00000260228",10.2636213114809,3.02360963193522,0.617046149245564,3.27951099672107,0.0010398715743311,0.0499676040252796,"RP11-483P21.2"
