"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrezid"
"ENSG00000214900",154.904834168552,2.66608608950253,0.421363214521806,3.9540378278947,7.68432523765625e-05,0.0137279795339332,"LINC01588",283551
"ENSG00000171241",117.306319377825,2.77370204216484,0.448665149643864,3.95328686342755,7.70849287750543e-05,0.0137279795339332,"SHCBP1",79801
"ENSG00000234965",9.21672749981579,4.16225834292575,0.799925599694915,3.95319057688841,7.71159677686282e-05,0.0137279795339332,"SHISA8",440829
"ENSG00000135898",54.0892520673773,3.22958178426945,0.564297829332192,3.95107276401898,7.78016631357686e-05,0.013770447239036,"GPR55",9290
"ENSG00000141524",4266.50702455836,2.25302321456248,0.317303489850108,3.94897394653428,7.84868925651094e-05,0.0138123476018724,"TMC6",11322
"ENSG00000180549",78.6496737321747,2.90032913292719,0.482066324217503,3.94204912780795,8.07884228934122e-05,0.0141365969309569,"FUT7",2529
"ENSG00000012124",3020.37179514422,3.33895841534082,0.593795617463301,3.93899575300483,8.18233784547196e-05,0.0142368055721469,"CD22",100847070
"ENSG00000144554",515.101917284118,2.10088077821503,0.280088620319531,3.93047306584294,8.477889076191e-05,0.0146681769595199,"FANCD2",2177
"ENSG00000211924",6.08169451229168,5.62071197578592,1.17607197706778,3.9289363796478,8.5322406845617e-05,0.0146797439308629,"IGHD3-9",NA
"ENSG00000224614",14.9801988791973,3.09623715309626,0.534461428679168,3.92214861655547,8.77628291086152e-05,0.0150157324892112,"TNK2-AS1",NA
"ENSG00000128815",1278.03614683807,3.1039376007342,0.537270868537797,3.91597185691483,9.00407519354823e-05,0.0153203593224146,"WDFY4",NA
"ENSG00000143228",71.6676611871478,2.7282420991093,0.442082344247037,3.90932169447498,9.25556422211868e-05,0.015576153625606,"NUF2",83540
"ENSG00000261416",37.5301305642252,3.62288221798151,0.670821823000358,3.9099536241237,9.23138427084192e-05,0.015576153625606,"RP11-455F5.5",NA
"ENSG00000271680",44.3109778594351,4.00973393661466,0.770721967135437,3.90508388881275,9.41927045568575e-05,0.015765503925204,"RP11-564A8.8",NA
